"Submit_ID","Brand_Reg","Model_No","screensize","Screen_Tech","Avg_mode_power","Star","Availability Status","Star2","new column","screensize_inches","Screen_Size_Category"
136372,"HISENSE","65A7G",163.896,"LCD (LED)",107.54,"N/A","Available",5,"HISENSE",64.5259842519685,"65-inch"
136391,"HISENSE","50A7G",125.731,"LCD (LED)",61.76,"N/A","Available",5.5,"HISENSE",49.5003937007874,"Other"
136407,"HISENSE","55A7G",138.783,"LCD (LED)",75.31,"N/A","Available",5.5,"HISENSE",54.63897637795275,"Other"
136650,"HISENSE","32A4G",80.04,"LCD (LED)",25.93,"N/A","Available",6,"HISENSE",31.511811023622048,"32-inch"
136653,"HISENSE","55U7G",138.548,"LCD (LED)",96.71,"N/A","Available",4.5,"HISENSE",54.54645669291339,"Other"
136722,"HISENSE","75A7G",189.274,"LCD (LED)",125.66,"N/A","Available",5.5,"HISENSE",74.51732283464567,"Other"
136903,"SAMSUNG ELECTRONICS","QA65QN700AW",163.829,"LCD (LED)",220,"N/A","Available",2.5,"SAMSUNG ELECTRONICS",64.4996062992126,"65-inch"
136903,"SAMSUNG ELECTRONICS","QA65QN700AS",163.829,"LCD (LED)",220,"N/A","Available",2.5,"SAMSUNG ELECTRONICS",64.4996062992126,"65-inch"
136903,"SAMSUNG ELECTRONICS","QA65QN700A",163.829,"LCD (LED)",220,"N/A","Available",2.5,"SAMSUNG ELECTRONICS",64.4996062992126,"65-inch"
136914,"SAMSUNG ELECTRONICS","QA75QN700AW",189.306,"LCD (LED)",242,"N/A","Available",3,"SAMSUNG ELECTRONICS",74.52992125984252,"Other"
136914,"SAMSUNG ELECTRONICS","QA75QN700AS",189.306,"LCD (LED)",242,"N/A","Available",3,"SAMSUNG ELECTRONICS",74.52992125984252,"Other"
136914,"SAMSUNG ELECTRONICS","QA75QN700A",189.306,"LCD (LED)",242,"N/A","Available",3,"SAMSUNG ELECTRONICS",74.52992125984252,"Other"
136962,"HISENSE","75U7G",189.34,"LCD (LED)",173.3,"N/A","Available",4.5,"HISENSE",74.54330708661418,"Other"
136970,"PHILIPS","55HFL2899T/79",138.783,"LCD (LED)",57,"N/A","Available",6,"PHILIPS",54.63897637795275,"Other"
137016,"PHILIPS","65HFL2899T/79",163.896,"LCD (LED)",70.4,"N/A","Available",7,"PHILIPS",64.5259842519685,"65-inch"
137043,"HISENSE","55U8G",138.783,"LCD (LED)",111.93,"N/A","Available",3.5,"HISENSE",54.63897637795275,"Other"
137047,"Linsar","LS70UHDNF",176.563,"LCD (LED)",111.08,"N/A","Available",6,"LINSAR",69.51299212598424,"Other"
137053,"HISENSE","65U8G",163.896,"LCD",151.23,"N/A","Available",3.5,"HISENSE",64.5259842519685,"65-inch"
137088,"FURRION","FDFD24A0D",60.468,"LCD",22,"N/A","Available",5,"FURRION",23.806299212598425,"Other"
137098,"HISENSE","75U90G",189.34,"LCD (LED)",284.19,"N/A","Available",2,"HISENSE",74.54330708661418,"Other"
137162,"CHiQ","U50G7H",125.725,"LCD (LED)",72,"N/A","Available",5,"CHIQ",49.49803149606299,"Other"
137163,"CHiQ","U55G7H",138.711,"LCD (LED)",95,"N/A","Available",4.5,"CHIQ",54.61062992125985,"Other"
137164,"CHiQ","U65G7H",163.829,"LCD (LED)",138,"N/A","Available",4.5,"CHIQ",64.4996062992126,"65-inch"
137166,"HISENSE","65U7G",163.896,"LCD (LED)",119.45,"N/A","Available",4.5,"HISENSE",64.5259842519685,"65-inch"
137205,"HISENSE","43A7G",107.986,"LCD (LED)",57.75,"N/A","Available",4.5,"HISENSE",42.51417322834646,"Other"
137247,"LG","70UP8050PVB",176.564,"LCD (LED)",153,"N/A","Available",4.5,"LG",69.51338582677165,"Other"
137248,"LG","32LT662MBTB",80.043,"LCD (LED)",33,"N/A","Available",5,"LG",31.512992125984255,"32-inch"
137271,"HISENSE","40A4G",100.332,"LCD (LED)",31.27,"N/A","Available",6,"HISENSE",39.5007874015748,"Other"
137363,"HISENSE","85U7G",214.783,"LCD (LED)",227.42,"N/A","Available",4,"HISENSE",84.56023622047243,"Other"
137382,"EKO","K75USG",189.442,"LCD (LED)",191.4,"N/A","Available",4,"EKO",74.58346456692914,"Other"
137382,"EKO","K750USG",189.442,"LCD (LED)",191.4,"N/A","Available",4,"EKO",74.58346456692914,"Other"
137383,"EKO","K550USG",138.897,"LCD (LED)",72.3,"N/A","Available",6,"EKO",54.68385826771653,"Other"
137506,"kogan","KALED32RH9210STB",79.967,"LCD (LED)",28,"N/A","Available",6,"KOGAN",31.48307086614173,"32-inch"
137506,"kogan","KALED32RH9220STB",79.967,"LCD (LED)",28,"N/A","Available",6,"KOGAN",31.48307086614173,"32-inch"
137536,"HISENSE","85U8G",214.783,"LCD (LED)",228.29,"N/A","Available",4,"HISENSE",84.56023622047243,"Other"
137550,"JVC","AV-HQ507115A",125.731,"LCD (LED)",56.97,"N/A","Available",5,"JVC",49.5003937007874,"Other"
137492,"CAIXUN","LE-32K1",80.19,"LCD",25.21,"N/A","Available",6,"CAIXUN",31.57086614173228,"32-inch"
137492,"CAIXUN","LE-32S1",80.19,"LCD",25.21,"N/A","Available",6,"CAIXUN",31.57086614173228,"32-inch"
137492,"CAIXUN","LE-32F2",80.19,"LCD",25.21,"N/A","Available",6,"CAIXUN",31.57086614173228,"32-inch"
137492,"CAIXUN","LE-32K1, LE-32S1, LE-32F2",80.19,"LCD",25.21,"N/A","Available",6,"CAIXUN",31.57086614173228,"32-inch"
137575,"CAIXUN","LE-43N1",107.988,"LCD",59.24,"N/A","Available",4.5,"CAIXUN",42.51496062992126,"Other"
137575,"CAIXUN","LE-43F2",107.988,"LCD",59.24,"N/A","Available",4.5,"CAIXUN",42.51496062992126,"Other"
137575,"CAIXUN","LE-43S1",107.988,"LCD",59.24,"N/A","Available",4.5,"CAIXUN",42.51496062992126,"Other"
137575,"CAIXUN","LE-43N1, LE-43F2, LE-43S1",107.988,"LCD",59.24,"N/A","Available",4.5,"CAIXUN",42.51496062992126,"Other"
137578,"CAIXUN","LE-40N1",100.266,"LCD",38.82,"N/A","Available",5.5,"CAIXUN",39.4748031496063,"Other"
137578,"CAIXUN","LE-40F2",100.266,"LCD",38.82,"N/A","Available",5.5,"CAIXUN",39.4748031496063,"Other"
137578,"CAIXUN","LE-40S1",100.266,"LCD",38.82,"N/A","Available",5.5,"CAIXUN",39.4748031496063,"Other"
137578,"CAIXUN","LE-40N1, LE-40F2, LE-40S1",100.266,"LCD",38.82,"N/A","Available",5.5,"CAIXUN",39.4748031496063,"Other"
137608,"JVC","AV-HQ557115A",138.783,"LCD (LED)",63.94,"N/A","Available",5,"JVC",54.63897637795275,"Other"
137622,"PHILIPS","19HFL5014W/12",47.013,"LCD (LED)",14.61,"N/A","Available",5,"PHILIPS",18.509055118110236,"Other"
137622,"PHILIPS","19HFL5114W/12",47.013,"LCD (LED)",14.61,"N/A","Available",5,"PHILIPS",18.509055118110236,"Other"
137678,"LG","43UR640S0TD",107.987,"LCD (LED)",79,"N/A","Available",3.5,"LG",42.514566929133856,"Other"
137679,"LG","50UR640S0TD",125.727,"LCD (LED)",95,"N/A","Available",4,"LG",49.4988188976378,"Other"
137680,"LG","55UR640S0TD",138.783,"LCD (LED)",113,"N/A","Available",4,"LG",54.63897637795275,"Other"
137681,"LG","65UR640S0TD",163.897,"LCD (LED)",156,"N/A","Available",4,"LG",64.52637795275591,"65-inch"
137682,"LG","75UR640S0TD",189.275,"LCD (LED)",180,"N/A","Available",4.5,"LG",74.51771653543307,"Other"
137683,"LG","86UR640S0TD",217.425,"LCD (LED)",241,"N/A","Available",4.5,"LG",85.60039370078741,"Other"
137725,"LOEWE","BILD v.65",163.878,"OLED",135,"N/A","Available",4.5,"LOEWE",64.51889763779526,"65-inch"
137740,"TOSHIBA","50C350KP",125.731,"LCD (LED)",66.16,"N/A","Available",5,"TOSHIBA",49.5003937007874,"Other"
137744,"TOSHIBA","43C350KP",107.986,"LCD (LED)",63.45,"N/A","Available",4,"TOSHIBA",42.51417322834646,"Other"
137749,"TOSHIBA","55C350KP",138.783,"LCD (LED)",81.49,"N/A","Available",5,"TOSHIBA",54.63897637795275,"Other"
137751,"TOSHIBA","65C350KP",163.896,"LCD (LED)",107.27,"N/A","Available",5,"TOSHIBA",64.5259842519685,"65-inch"
137868,"VEON","VN50U22021",125.731,"LCD (LED)",93.82,"N/A","Available",3.5,"VEON",49.5003937007874,"Other"
137949,"LG","65QNED91TPA",163.897,"LCD (LED)",120,"N/A","Available",5,"LG",64.52637795275591,"65-inch"
137950,"LG","65QNED96TPA",163.897,"LCD (LED)",164,"N/A","Available",3.5,"LG",64.52637795275591,"65-inch"
137951,"LG","65QNED99TPB",163.897,"LCD (LED)",220,"N/A","Available",2.5,"LG",64.52637795275591,"65-inch"
137962,"BAUHN","ATV75UHDW-0621",189.273,"LCD (LED)",106.97,"N/A","Available",6,"BAUHN",74.51692913385827,"Other"
138090,"JVC","AV-HQ657115A",163.897,"LCD (LED)",91.7,"N/A","Available",5,"JVC",64.52637795275591,"65-inch"
138101,"TEAC","LE70L521",176.57,"LCD (LED)",149.34,"N/A","Available",4.5,"TEAC",69.51574803149606,"Other"
138118,"EKO","K650USG",163.791,"LCD (LED)",134.4,"N/A","Available",4,"EKO",64.48464566929134,"65-inch"
138150,"EKO","K700USG",176.505,"LCD (LED)",160,"N/A","Available",4,"EKO",69.49015748031496,"Other"
138186,"EKO","K85USW",214.637,"LCD (LED)",305.2,"N/A","Available",3,"EKO",84.5027559055118,"Other"
138187,"BLAUPUNKT","BP50WOS",125.727,"LCD (LED)",78.3,"N/A","Available",4.5,"BLAUPUNKT",49.4988188976378,"Other"
138188,"EKO","K58USW",146.059,"LCD (LED)",102.9,"N/A","Available",4.5,"EKO",57.50354330708661,"Other"
138443,"SAMSUNG ELECTRONICS","QA65LS01TAW",163.829,"LCD (LED)",125,"N/A","Available",5,"SAMSUNG ELECTRONICS",64.4996062992126,"65-inch"
138443,"SAMSUNG ELECTRONICS","QA65LS01TAS",163.829,"LCD (LED)",125,"N/A","Available",5,"SAMSUNG ELECTRONICS",64.4996062992126,"65-inch"
138457,"Kogan","KALED70UN8910SGA",176.564,"LCD",140.1,"N/A","Available",5,"KOGAN",69.51338582677165,"Other"
138574,"HISENSE","75U8G",189.274,"LCD (LED)",169.86,"N/A","Available",4.5,"HISENSE",74.51732283464567,"Other"
138575,"VEON","VN55WOS2021",138.783,"LCD (LED)",104.9,"N/A","Available",4,"VEON",54.63897637795275,"Other"
138576,"VEON","VN58U22021N",146.13,"LCD (LED)",115.41,"N/A","Available",4,"VEON",57.531496062992126,"Other"
138617,"SAMSUNG ELECTRONICS","QA55QN700AS",138.711,"LCD (LED)",198,"N/A","Available",1.5,"SAMSUNG ELECTRONICS",54.61062992125985,"Other"
138623,"EKO","K65USW",163.888,"LCD (LED)",127.8,"N/A","Available",4.5,"EKO",64.52283464566929,"65-inch"
138660,"Gorilla","GSTV42TV1",105.348,"LCD (LED)",43,"N/A","Available",6,"GORILLA",41.4755905511811,"Other"
138766,"Gorilla","GSTV32TV3",79.967,"LCD (LED)",28,"N/A","Available",6,"GORILLA",31.48307086614173,"32-inch"
138861,"KONIC","KUD65MD686AS2",163.896,"LCD",122.59,"8.0","Available",5,"KONIC",64.5259842519685,"65-inch"
138937,"SHARP","8T-C70DW1X",176.586,"LCD (LED)",178,"N/A","Available",4,"SHARP",69.5220472440945,"Other"
138939,"SHARP","4T-C70CK3X",176.815,"LCD (LED)",157.82,"N/A","Available",4.5,"SHARP",69.61220472440945,"Other"
138941,"SHARP","4T-C60CK1X",152.663,"LCD (LED)",128.8,"N/A","Available",4,"SHARP",60.10354330708662,"Other"
138942,"SHARP","2T-C32BG1X",80.034,"LCD (LED)",33.52,"N/A","Available",5,"SHARP",31.50944881889764,"32-inch"
138959,"CHiQ","L32G7H",79.967,"LCD (LED)",28,"N/A","Available",6,"CHIQ",31.48307086614173,"32-inch"
138960,"CHiQ","U43G7H",107.863,"LCD (LED)",65,"N/A","Available",4.5,"CHIQ",42.46574803149606,"Other"
139006,"BAUHN","ATV65UHDW-1021",163.896,"LCD (LED)",95.274,"N/A","Available",6,"BAUHN",64.5259842519685,"65-inch"
139111,"SAMSUNG ELECTRONICS","QA85LS03AAW",214.783,"LCD (LED)",225,"N/A","Available",4.5,"SAMSUNG ELECTRONICS",84.56023622047243,"Other"
139111,"SAMSUNG ELECTRONICS","QA85LS03AAS",214.783,"LCD (LED)",225,"N/A","Available",4.5,"SAMSUNG ELECTRONICS",84.56023622047243,"Other"
139113,"HISENSE","85U80G",214.783,"LCD (LED)",270.3,"N/A","Available",3.5,"HISENSE",84.56023622047243,"Other"
139121,"SAMSUNG ELECTRONICS","HG55Q60AAAW",138.711,"LCD (LED)",84,"N/A","Available",5,"SAMSUNG ELECTRONICS",54.61062992125985,"Other"
139124,"SAMSUNG ELECTRONICS","HG65Q60AAAW",163.829,"LCD (LED)",104,"N/A","Available",5.5,"SAMSUNG ELECTRONICS",64.4996062992126,"65-inch"
139126,"SAMSUNG ELECTRONICS","HG75Q60AAAW",189.306,"LCD (LED)",195,"N/A","Available",4,"SAMSUNG ELECTRONICS",74.52992125984252,"Other"
139219,"SAMSUNG ELECTRONICS","HG43Q60AAAW",107.95,"LCD (LED)",69,"N/A","Available",4,"SAMSUNG ELECTRONICS",42.5,"Other"
139223,"SAMSUNG ELECTRONICS","HG50Q60AAAW",125.725,"LCD (LED)",78,"N/A","Available",4.5,"SAMSUNG ELECTRONICS",49.49803149606299,"Other"
139282,"HISENSE","65U80G",163.896,"LCD (LED)",194.11,"N/A","Available",2.5,"HISENSE",64.5259842519685,"65-inch"
139131,"KOGAN","KALED19PRIZB",47.013,"LCD (LED)",16.1448,"N/A","Available",5,"KOGAN",18.509055118110236,"Other"
139597,"SAMSUNG ELECTRONICS","QA55Q60ABW",138.798,"LCD (LED)",88,"N/A","Available",5,"SAMSUNG ELECTRONICS",54.64488188976378,"Other"
139597,"SAMSUNG ELECTRONICS","QA55Q60ABS",138.798,"LCD (LED)",88,"N/A","Available",5,"SAMSUNG ELECTRONICS",54.64488188976378,"Other"
139598,"SAMSUNG ELECTRONICS","QA65Q60ABW",163.829,"LCD (LED)",117,"N/A","Available",5,"SAMSUNG ELECTRONICS",64.4996062992126,"65-inch"
139598,"SAMSUNG ELECTRONICS","QA65Q60ABS",163.829,"LCD (LED)",117,"N/A","Available",5,"SAMSUNG ELECTRONICS",64.4996062992126,"65-inch"
139600,"SAMSUNG ELECTRONICS","QA75Q60ABW",189.306,"LCD (LED)",155,"N/A","Available",5,"SAMSUNG ELECTRONICS",74.52992125984252,"Other"
139600,"SAMSUNG ELECTRONICS","QA75Q60ABS",189.306,"LCD (LED)",155,"N/A","Available",5,"SAMSUNG ELECTRONICS",74.52992125984252,"Other"
139602,"SAMSUNG ELECTRONICS","QA85Q60ABW",214.783,"LCD (LED)",176,"N/A","Available",5.5,"SAMSUNG ELECTRONICS",84.56023622047243,"Other"
139602,"SAMSUNG ELECTRONICS","QA85Q60ABS",214.783,"LCD (LED)",176,"N/A","Available",5.5,"SAMSUNG ELECTRONICS",84.56023622047243,"Other"
139606,"SAMSUNG ELECTRONICS","QA50Q60ABS",125.725,"LCD (LED)",82,"N/A","Available",4.5,"SAMSUNG ELECTRONICS",49.49803149606299,"Other"
139607,"SAMSUNG ELECTRONICS","QA43Q60ABS",107.95,"LCD (LED)",72,"N/A","Available",4,"SAMSUNG ELECTRONICS",42.5,"Other"
139689,"TOSHIBA","75C350KP",189.274,"LCD (LED)",131.33,"N/A","Available",5.5,"TOSHIBA",74.51732283464567,"Other"
139660,"SMTV","LED-43JIL0421-1",107.912,"LCD (LED)",50.909,"N/A","Available",5.5,"SMTV",42.485039370078745,"Other"
139699,"EKO","K400FSG",100.332,"LCD (LED)",41.5,"N/A","Available",5.5,"EKO",39.5007874015748,"Other"
139702,"JVC","LT-55N7125A",139.022,"LCD",106.02,"N/A","Available",3.5,"JVC",54.73307086614173,"Other"
139791,"AKAI","AK5821S6WOS",146.068,"LCD (LED)",76.37,"N/A","Available",6,"AKAI",57.50708661417323,"Other"
139792,"SHARP","2T-C42BG1X",105.415,"LCD (LED)",47.72,"N/A","Available",5.5,"SHARP",41.50196850393701,"Other"
139816,"AKAI","AK6521S6WOS",163.896,"LCD (LED)",92.66,"N/A","Available",6,"AKAI",64.5259842519685,"65-inch"
139901,"KONKA","KUD55WT808AN",138.783,"LCD (LED)",92.33,"8.0","Available",5,"KONKA",54.63897637795275,"Other"
139901,"KONKA","UDG55NR680ANTS",138.783,"LCD (LED)",92.33,"8.0","Available",5,"KONKA",54.63897637795275,"Other"
139901,"KONKA","55AN",138.783,"LCD (LED)",92.33,"8.0","Available",5,"KONKA",54.63897637795275,"Other"
139909,"HISENSE","85A7G",214.783,"LCD (LED)",172.02,"N/A","Available",5.5,"HISENSE",84.56023622047243,"Other"
139965,"SAMSUNG ELECTRONICS","UA70AU7000W",176.497,"LCD (LED)",135,"N/A","Available",5,"SAMSUNG ELECTRONICS",69.48700787401576,"Other"
139965,"SAMSUNG ELECTRONICS","UA70AU7000S",176.497,"LCD (LED)",135,"N/A","Available",5,"SAMSUNG ELECTRONICS",69.48700787401576,"Other"
139965,"SAMSUNG ELECTRONICS","UA70AU7000",176.497,"LCD (LED)",135,"N/A","Available",5,"SAMSUNG ELECTRONICS",69.48700787401576,"Other"
140034,"KONKA","UDG50NR680ANTS",125.731,"LCD (LED)",75.43,"8.0","Available",5,"KONKA",49.5003937007874,"Other"
140034,"KONKA","KUD50WT808AN",125.731,"LCD (LED)",75.43,"8.0","Available",5,"KONKA",49.5003937007874,"Other"
140034,"KONKA","50AN",125.731,"LCD (LED)",75.43,"8.0","Available",5,"KONKA",49.5003937007874,"Other"
140041,"METZ","65MXD9500A",164.249,"OLED",139.4,"N/A","Available",4,"METZ",64.66496062992125,"65-inch"
140042,"METZ","55MXD9500A",138.554,"OLED",103.3,"N/A","Available",4,"METZ",54.548818897637794,"Other"
140075,"SAMSUNG ELECTRONICS","UA40T6500AS",100.305,"LCD (LED)",59,"N/A","Available",4,"SAMSUNG ELECTRONICS",39.49015748031496,"Other"
140130,"PHILIPS","24HFL3011T/12",59.687,"LCD (LED)",17.38,"N/A","Available",6,"PHILIPS",23.498818897637793,"Other"
140286,"PHILIPS","43HFL5011T/12",108.037,"LCD (LED)",43.23,"N/A","Available",6,"PHILIPS",42.53425196850394,"Other"
140289,"PHILIPS","49HFL5011T/12",123.17,"LCD (LED)",47.37,"N/A","Available",7,"PHILIPS",48.49212598425197,"Other"
140292,"PHILIPS","55HFL5011T/12",138.935,"LCD (LED)",54.84,"N/A","Available",7,"PHILIPS",54.69881889763779,"Other"
140296,"PHILIPS","65HFL7111T/12",163.655,"LCD (LED)",131.3,"N/A","Available",4.5,"PHILIPS",64.43110236220473,"65-inch"
140297,"PHILIPS","55HFL7011T/12",138.798,"LCD (LED)",140.3,"N/A","Available",3,"PHILIPS",54.64488188976378,"Other"
140332,"SAMSUNG ELECTRONICS","QA98QN90AAW",247.691,"LCD (LED)",308,"N/A","Available",4.5,"SAMSUNG ELECTRONICS",97.51614173228346,"Other"
140332,"SAMSUNG ELECTRONICS","QA98QN90AAS",247.691,"LCD (LED)",308,"N/A","Available",4.5,"SAMSUNG ELECTRONICS",97.51614173228346,"Other"
140334,"EKO","K55USW",138.783,"LCD (LED)",84.82,"N/A","Available",5,"EKO",54.63897637795275,"Other"
140365,"AKAI","AK5021S6WOS",125.731,"LCD (LED)",55.35,"N/A","Available",6,"AKAI",49.5003937007874,"Other"
140373,"AKAI","AK7521S6WOS",189.273,"LCD (LED)",106.97,"N/A","Available",6,"AKAI",74.51692913385827,"Other"
140426,"TOSHIBA","55Z770KP",138.783,"LCD (LED)",103.48,"N/A","Available",4,"TOSHIBA",54.63897637795275,"Other"
140441,"EKO","K32HSW",80.039,"LCD (LED)",36.95,"N/A","Available",4.5,"EKO",31.511417322834646,"32-inch"
140455,"TOSHIBA","65Z770KP",163.896,"LCD (LED)",132.81,"N/A","Available",4.5,"TOSHIBA",64.5259842519685,"65-inch"
140475,"DGTEC","DG65UHDOS",163.897,"LCD (LED)",96.3,"N/A","Available",6,"DGTEC",64.52637795275591,"65-inch"
140494,"AKAI","AK7021S6WOS",176.592,"LCD",100.2,"N/A","Available",6,"AKAI",69.5244094488189,"Other"
140695,"BLAUPUNKT","BP65WOS",163.888,"LCD (LED)",127.8,"N/A","Available",4.5,"BLAUPUNKT",64.52283464566929,"65-inch"
140714,"Altius","AT24CFHD-BCF",59.774,"LCD (LED)",18,"N/A","Available",6,"ALTIUS",23.53307086614173,"Other"
140827,"MYVI","UR-LED2401DVD",60.319,"LCD",21.96,"N/A","Available",5,"MYVI",23.74763779527559,"Other"
140849,"Sharp","8T-C60DW1X",152.663,"LCD (LED)",138,"7.0","Available",4,"SHARP",60.10354330708662,"Other"
140924,"Altius","LS24C12V",59.774,"LCD (LED)",18,"N/A","Available",6,"ALTIUS",23.53307086614173,"Other"
140930,"HISENSE","50A6G",125.731,"LCD (LED)",67.65,"N/A","Available",5,"HISENSE",49.5003937007874,"Other"
140942,"EKO","K32HSW",80.054,"LCD (LED)",34.47,"N/A","Available",4.5,"EKO",31.517322834645668,"32-inch"
140943,"EKO","K320HSG",80.039,"LCD (LED)",25.92,"N/A","Available",5.5,"EKO",31.511417322834646,"32-inch"
140955,"HISENSE","58A6G",146.068,"LCD (LED)",80.04,"N/A","Available",5.5,"HISENSE",57.50708661417323,"Other"
140988,"HISENSE","75U9G",189.274,"LCD (LED)",167.08,"N/A","Available",4.5,"HISENSE",74.51732283464567,"Other"
140992,"JVC","JV75ID7A2021Q",189.268,"LCD (LED)",126,"7.0","Available",4,"JVC",74.51496062992126,"Other"
140994,"JVC","JV58ID7A2021UN",145.865,"LCD (LED)",105.8,"7.0","Available",4,"JVC",57.42716535433071,"Other"
141068,"HISENSE","65U9G",163.896,"LCD (LED)",152.07,"N/A","Available",3.5,"HISENSE",64.5259842519685,"65-inch"
141093,"HISENSE","70A6G",176.57,"LCD (LED)",106.02,"N/A","Available",6,"HISENSE",69.51574803149606,"Other"
141104,"LG","50UR765H0VA",125.727,"LCD (LED)",78,"N/A","Available",4.5,"LG",49.4988188976378,"Other"
141105,"LG","55UR765H0VA",138.783,"LCD (LED)",80,"N/A","Available",5.5,"LG",54.63897637795275,"Other"
141106,"LG","65UR765H0VD",163.897,"LCD (LED)",115,"N/A","Available",5,"LG",64.52637795275591,"65-inch"
141108,"LG","75UR765H0VD",189.275,"LCD (LED)",140,"N/A","Available",5.5,"LG",74.51771653543307,"Other"
141142,"VEON","VN50WOS2021",125.725,"LCD (LED)",92.8,"N/A","Available",3.5,"VEON",49.49803149606299,"Other"
141193,"KOGAN","KALED42RT9220SVA",105.415,"LCD (LED)",41.38,"N/A","Available",6,"KOGAN",41.50196850393701,"Other"
141284,"PHILIPS","50PUT7906/75",125.741,"LCD (LED)",93.12,"N/A","Available",3.5,"PHILIPS",49.50433070866141,"Other"
141284,"PHILIPS","50PUT7906/79",125.741,"LCD (LED)",93.12,"N/A","Available",3.5,"PHILIPS",49.50433070866141,"Other"
141291,"PHILIPS","70PUT7906/79",176.566,"LCD (LED)",146.3,"N/A","Available",4.5,"PHILIPS",69.51417322834645,"Other"
141291,"PHILIPS","70PUT7906/75",176.566,"LCD (LED)",146.3,"N/A","Available",4.5,"PHILIPS",69.51417322834645,"Other"
141293,"PHILIPS","65PUT7906/79",163.897,"LCD (LED)",128.4,"N/A","Available",4.5,"PHILIPS",64.52637795275591,"65-inch"
141293,"PHILIPS","65PUT7906/75",163.897,"LCD (LED)",128.4,"N/A","Available",4.5,"PHILIPS",64.52637795275591,"65-inch"
141305,"BLAUPUNKT","BP85WOS",214.783,"LCD",306.3,"N/A","Available",3,"BLAUPUNKT",84.56023622047243,"Other"
141307,"BLAUPUNKT","BP75WOS",189.321,"LCD",219,"N/A","Available",3.5,"BLAUPUNKT",74.53582677165355,"Other"
141325,"SMTV","55JIL0721-1",138.798,"LCD (LED)",94.22,"N/A","Available",4.5,"SMTV",54.64488188976378,"Other"
141325,"SMTV","LD55UDS-F1",138.798,"LCD (LED)",94.22,"N/A","Available",4.5,"SMTV",54.64488188976378,"Other"
141379,"SAMSUNG ELECTRONICS","UA43AU7002S",107.956,"LCD (LED)",64,"N/A","Available",4.5,"SAMSUNG ELECTRONICS",42.50236220472441,"Other"
141271,"KOGAN","KALED32RT9220SVA",80.039,"LCD (LED)",25.92,"N/A","Available",5.5,"KOGAN",31.511417322834646,"32-inch"
141237,"KOGAN","KALED24RT9220SVA",59.824,"LCD (LED)",17.74,"N/A","Available",5.5,"KOGAN",23.55275590551181,"Other"
141614,"SMTV","65JIL0721-1",163.791,"LCD (LED)",108.56,"N/A","Available",5.5,"SMTV",64.48464566929134,"65-inch"
141614,"SMTV","LD65UDS-F1",163.791,"LCD (LED)",108.56,"N/A","Available",5.5,"SMTV",64.48464566929134,"65-inch"
141620,"KOGAN","KALED75RT9220SVA",189.32,"LCD (LED)",208.8,"N/A","Available",4,"KOGAN",74.53543307086613,"Other"
141655,"PHILIPS","43HFL5214U/97",107.986,"LCD (LED)",51.04,"N/A","Available",5,"PHILIPS",42.51417322834646,"Other"
141655,"PHILIPS","43BFL2214/97",107.986,"LCD (LED)",51.04,"N/A","Available",5,"PHILIPS",42.51417322834646,"Other"
141656,"PHILIPS","75BFL2214/97",189.274,"LCD (LED)",111.72,"N/A","Available",6,"PHILIPS",74.51732283464567,"Other"
141658,"PHILIPS","55PUT7906/79",138.783,"LCD (LED)",105.46,"N/A","Available",4,"PHILIPS",54.63897637795275,"Other"
141658,"PHILIPS","55PUT7906/75",138.783,"LCD (LED)",105.46,"N/A","Available",4,"PHILIPS",54.63897637795275,"Other"
141716,"Polaroid","PL6521OS",163.896,"LCD (LED)",95.274,"N/A","Available",6,"POLAROID",64.5259842519685,"65-inch"
141748,"AKAI","AK3221S6WOS",80.054,"LCD (LED)",25.5,"N/A","Available",6,"AKAI",31.517322834645668,"32-inch"
141777,"EKO","K240HSG",59.824,"LCD (LED)",17.74,"N/A","Available",5.5,"EKO",23.55275590551181,"Other"
141784,"PHILIPS","50HFL5214U/97",125.741,"LCD (LED)",62.33,"N/A","Available",5.5,"PHILIPS",49.50433070866141,"Other"
141784,"PHILIPS","50BFL2214/97",125.741,"LCD (LED)",62.33,"N/A","Available",5.5,"PHILIPS",49.50433070866141,"Other"
141792,"PHILIPS","65HFL5214U/97",163.897,"LCD (LED)",94.45,"N/A","Available",5.5,"PHILIPS",64.52637795275591,"65-inch"
141792,"PHILIPS","65BFL2214/97",163.897,"LCD (LED)",94.45,"N/A","Available",5.5,"PHILIPS",64.52637795275591,"65-inch"
141806,"PHILIPS","55HFL5214U/97",138.783,"LCD (LED)",70.66,"N/A","Available",5.5,"PHILIPS",54.63897637795275,"Other"
141806,"PHILIPS","55BFL2214/97",138.783,"LCD (LED)",70.66,"N/A","Available",5.5,"PHILIPS",54.63897637795275,"Other"
141828,"VEON","VN55WOS2022",138.783,"LCD (LED)",105.9,"N/A","Available",4,"VEON",54.63897637795275,"Other"
142035,"BLAUPUNKT","BP650USG9500",163.896,"LCD",126.93,"N/A","Available",4.5,"BLAUPUNKT",64.5259842519685,"65-inch"
142036,"EKO","K40FSW",100.332,"LCD (LED)",54.5,"N/A","Available",4.5,"EKO",39.5007874015748,"Other"
142044,"Polaroid","PL3221OS",80.054,"LCD (LED)",25.5,"N/A","Available",6,"POLAROID",31.517322834645668,"32-inch"
142136,"SAMSUNG ELECTRONICS","QA55Q95TDW",138.783,"LCD (LED)",140,"N/A","Available",3,"SAMSUNG ELECTRONICS",54.63897637795275,"Other"
